epoch,ema_acc,test/ca_acc
0,None,0.3125
0,0.8311739800016618,0.75
1,0.811446069335445,0.828125
2,0.7021755574778205,0.765625
3,0.9750766179479027,0.984375
4,0.9486713155994193,0.875
5,0.9822529640187532,1.0
6,0.9876374693485939,0.96875
7,0.8415932067127949,0.921875
8,0.9796925594761743,1.0
9,0.9645291285603157,1.0
10,0.9993762634939194,0.984375
